"covariateId","covariateName","analysisId","conceptId","valueAsConceptId","collisions","covariateValue"
194988101,"condition_occurrence any time prior through 0 days relative to index: Bilateral recurrent inguinal hernia with gangrene",101,194988,NA,NA,0
195856101,"condition_occurrence any time prior through 0 days relative to index: Cholangitis",101,195856,NA,NA,0
195906101,"condition_occurrence any time prior through 0 days relative to index: Disorder of lumbar spine",101,195906,NA,NA,0
196156101,"condition_occurrence any time prior through 0 days relative to index: Urethral diverticulum",101,196156,NA,NA,0
196733101,"condition_occurrence any time prior through 0 days relative to index: Urethral syndrome",101,196733,NA,NA,0
197032101,"condition_occurrence any time prior through 0 days relative to index: Hyperplasia of prostate",101,197032,NA,NA,0
197304101,"condition_occurrence any time prior through 0 days relative to index: Ulcer of lower extremity",101,197304,NA,NA,0
197320101,"condition_occurrence any time prior through 0 days relative to index: Acute renal failure syndrome",101,197320,NA,NA,0
197327101,"condition_occurrence any time prior through 0 days relative to index: Female urinary-genital tract fistula",101,197327,NA,NA,0
197806101,"condition_occurrence any time prior through 0 days relative to index: Primary malignant neoplasm of gallbladder",101,197806,NA,NA,0
198571101,"condition_occurrence any time prior through 0 days relative to index: Cardiogenic shock",101,198571,NA,NA,0
198797101,"condition_occurrence any time prior through 0 days relative to index: Umbilical hernia with gangrene",101,198797,NA,NA,0
200219101,"condition_occurrence any time prior through 0 days relative to index: Abdominal pain",101,200219,NA,NA,0
200445101,"condition_occurrence any time prior through 0 days relative to index: Chronic prostatitis",101,200445,NA,NA,0
200962101,"condition_occurrence any time prior through 0 days relative to index: Primary malignant neoplasm of prostate",101,200962,NA,NA,0
200970101,"condition_occurrence any time prior through 0 days relative to index: Carcinoma in situ of prostate",101,200970,NA,NA,0
201059101,"condition_occurrence any time prior through 0 days relative to index: Hypertrophic gastritis",101,201059,NA,NA,0
201061101,"condition_occurrence any time prior through 0 days relative to index: Diaphragmatic hernia",101,201061,NA,NA,0
201072101,"condition_occurrence any time prior through 0 days relative to index: Benign prostatic hypertrophy without outflow obstruction",101,201072,NA,NA,0
201078101,"condition_occurrence any time prior through 0 days relative to index: Atrophic vaginitis",101,201078,NA,NA,0
252655101,"condition_occurrence any time prior through 0 days relative to index: Group B streptococcal pneumonia",101,252655,NA,NA,0
253788101,"condition_occurrence any time prior through 0 days relative to index: Nasal polyp",101,253788,NA,NA,0
254062101,"condition_occurrence any time prior through 0 days relative to index: Acute chest syndrome",101,254062,NA,NA,0
433163101,"condition_occurrence any time prior through 0 days relative to index: Deficiency of macronutrients",101,433163,NA,NA,0
433440101,"condition_occurrence any time prior through 0 days relative to index: Dysthymia",101,433440,NA,NA,0
433513101,"condition_occurrence any time prior through 0 days relative to index: Acute epiglottitis with obstruction",101,433513,NA,NA,0
433595101,"condition_occurrence any time prior through 0 days relative to index: Edema",101,433595,NA,NA,0
434123101,"condition_occurrence any time prior through 0 days relative to index: Primary localized osteoarthrosis of pelvic region",101,434123,NA,NA,0
434318101,"condition_occurrence any time prior through 0 days relative to index: Paraphrenia",101,434318,NA,NA,0
434616101,"condition_occurrence any time prior through 0 days relative to index: Hemoglobinuria due to hemolysis from external causes",101,434616,NA,NA,0
435262101,"condition_occurrence any time prior through 0 days relative to index: Primary open angle glaucoma",101,435262,NA,NA,0
435517101,"condition_occurrence any time prior through 0 days relative to index: Acidosis",101,435517,NA,NA,0
435903101,"condition_occurrence any time prior through 0 days relative to index: Juvenile osteochondrosis of foot",101,435903,NA,NA,0
436073101,"condition_occurrence any time prior through 0 days relative to index: Psychotic disorder",101,436073,NA,NA,0
436118101,"condition_occurrence any time prior through 0 days relative to index: After-cataract with vision obscured following extraction of cataract",101,436118,NA,NA,0
436222101,"condition_occurrence any time prior through 0 days relative to index: Altered mental status",101,436222,NA,NA,0
436470101,"condition_occurrence any time prior through 0 days relative to index: Fat necrosis of breast",101,436470,NA,NA,0
436670101,"condition_occurrence any time prior through 0 days relative to index: Metabolic disease",101,436670,NA,NA,0
436972101,"condition_occurrence any time prior through 0 days relative to index: Glaucoma associated with systemic syndromes",101,436972,NA,NA,0
437246101,"condition_occurrence any time prior through 0 days relative to index: Vitamin B deficiency",101,437246,NA,NA,0
437247101,"condition_occurrence any time prior through 0 days relative to index: Anemia of chronic disease",101,437247,NA,NA,0
437264101,"condition_occurrence any time prior through 0 days relative to index: Tobacco dependence syndrome",101,437264,NA,NA,0
437521101,"condition_occurrence any time prior through 0 days relative to index: Familial hyperchylomicronemia",101,437521,NA,NA,0
437643101,"condition_occurrence any time prior through 0 days relative to index: Abnormal gait",101,437643,NA,NA,0
437827101,"condition_occurrence any time prior through 0 days relative to index: Pure hypercholesterolemia",101,437827,NA,NA,0
437828101,"condition_occurrence any time prior through 0 days relative to index: Disorder of calcium metabolism",101,437828,NA,NA,0
437851101,"condition_occurrence any time prior through 0 days relative to index: Open angle with borderline intraocular pressure",101,437851,NA,NA,0
438112101,"condition_occurrence any time prior through 0 days relative to index: Neoplastic disease",101,438112,NA,NA,0
438398101,"condition_occurrence any time prior through 0 days relative to index: Leukocytosis",101,438398,NA,NA,0
438750101,"condition_occurrence any time prior through 0 days relative to index: Old total retinal detachment",101,438750,NA,NA,0
438791101,"condition_occurrence any time prior through 0 days relative to index: Pulmonary congestion and hypostasis",101,438791,NA,NA,0
439297101,"condition_occurrence any time prior through 0 days relative to index: Nuclear senile cataract",101,439297,NA,NA,0
439697101,"condition_occurrence any time prior through 0 days relative to index: Hypertensive renal disease with renal failure",101,439697,NA,NA,0
439777101,"condition_occurrence any time prior through 0 days relative to index: Anemia",101,439777,NA,NA,0
440155101,"condition_occurrence any time prior through 0 days relative to index: Postartificial menopausal syndrome",101,440155,NA,NA,0
440358101,"condition_occurrence any time prior through 0 days relative to index: Lipoma (clinical)",101,440358,NA,NA,0
440360101,"condition_occurrence any time prior through 0 days relative to index: Pure hyperglyceridemia",101,440360,NA,NA,0
440383101,"condition_occurrence any time prior through 0 days relative to index: Depressive disorder",101,440383,NA,NA,0
440422101,"condition_occurrence any time prior through 0 days relative to index: Noise-induced hearing loss",101,440422,NA,NA,0
440431101,"condition_occurrence any time prior through 0 days relative to index: Mycoplasma pneumonia",101,440431,NA,NA,0
440750101,"condition_occurrence any time prior through 0 days relative to index: Thrombophlebitis of deep veins of upper extremities",101,440750,NA,NA,0
440979101,"condition_occurrence any time prior through 0 days relative to index: Acquired hemolytic anemia",101,440979,NA,NA,0
441284101,"condition_occurrence any time prior through 0 days relative to index: Open-angle glaucoma",101,441284,NA,NA,0
441532101,"condition_occurrence any time prior through 0 days relative to index: Monoclonal paraproteinemia",101,441532,NA,NA,0
441589101,"condition_occurrence any time prior through 0 days relative to index: Endocarditis",101,441589,NA,NA,0
441701101,"condition_occurrence any time prior through 0 days relative to index: Sprain of hip",101,441701,NA,NA,0
441840101,"condition_occurrence any time prior through 0 days relative to index: Clinical finding",101,441840,NA,NA,0
441846101,"condition_occurrence any time prior through 0 days relative to index: After-cataract not obscuring vision following extraction of cataract",101,441846,NA,NA,0
441872101,"condition_occurrence any time prior through 0 days relative to index: Supraventricular premature beats",101,441872,NA,NA,0
442426101,"condition_occurrence any time prior through 0 days relative to index: Thoracic post-laminectomy syndrome",101,442426,NA,NA,0
442752101,"condition_occurrence any time prior through 0 days relative to index: Muscle pain",101,442752,NA,NA,0
443211101,"condition_occurrence any time prior through 0 days relative to index: Benign prostatic hypertrophy with outflow obstruction",101,443211,NA,NA,0
443449101,"condition_occurrence any time prior through 0 days relative to index: Acute laryngitis with obstruction",101,443449,NA,NA,0
443537101,"condition_occurrence any time prior through 0 days relative to index: Deep venous thrombosis of lower extremity",101,443537,NA,NA,0
443556101,"condition_occurrence any time prior through 0 days relative to index: Primary focal hyperhidrosis",101,443556,NA,NA,0
443582101,"condition_occurrence any time prior through 0 days relative to index: Arthropathy of joint of hand",101,443582,NA,NA,0
443597101,"condition_occurrence any time prior through 0 days relative to index: Chronic kidney disease stage 3",101,443597,NA,NA,0
443732101,"condition_occurrence any time prior through 0 days relative to index: Disorder due to type 2 diabetes mellitus",101,443732,NA,NA,0
443740101,"condition_occurrence any time prior through 0 days relative to index: Corneal endothelial dystrophy",101,443740,NA,NA,0
443776101,"condition_occurrence any time prior through 0 days relative to index: Brachial radiculitis",101,443776,NA,NA,0
444100101,"condition_occurrence any time prior through 0 days relative to index: Mood disorder",101,444100,NA,NA,0
444202101,"condition_occurrence any time prior through 0 days relative to index: Abscess",101,444202,NA,NA,0
4093193101,"condition_occurrence any time prior through 0 days relative to index: Elbow stiff",101,4093193,NA,NA,0
4110192101,"condition_occurrence any time prior through 0 days relative to index: Cerebral infarction due to thrombosis of cerebral arteries",101,4110192,NA,NA,0
4112183101,"condition_occurrence any time prior through 0 days relative to index: Esophageal varices with bleeding, associated with another disorder",101,4112183,NA,NA,0
4116950101,"condition_occurrence any time prior through 0 days relative to index: Tenderness of central region",101,4116950,NA,NA,0
42872402101,"condition_occurrence any time prior through 0 days relative to index: Coronary arteriosclerosis in native artery",101,42872402,NA,NA,0
43531054101,"condition_occurrence any time prior through 0 days relative to index: Disorder of pelvis",101,43531054,NA,NA,0
43020432101,"condition_occurrence any time prior through 0 days relative to index: Atherosclerosis of native arteries of the extremities",101,43020432,NA,NA,0
40479192101,"condition_occurrence any time prior through 0 days relative to index: Chronic systolic heart failure",101,40479192,NA,NA,0
40481042101,"condition_occurrence any time prior through 0 days relative to index: Acute diastolic heart failure",101,40481042,NA,NA,0
40481335101,"condition_occurrence any time prior through 0 days relative to index: Pneumonia due to infection by Streptococcus pyogenes",101,40481335,NA,NA,0
40482727101,"condition_occurrence any time prior through 0 days relative to index: Combined systolic and diastolic dysfunction",101,40482727,NA,NA,0
40482801101,"condition_occurrence any time prior through 0 days relative to index: Type II diabetes mellitus uncontrolled",101,40482801,NA,NA,0
40483107101,"condition_occurrence any time prior through 0 days relative to index: Inflamed seborrheic keratosis",101,40483107,NA,NA,0
40483262101,"condition_occurrence any time prior through 0 days relative to index: Arthritis of shoulder region joint",101,40483262,NA,NA,0
40483794101,"condition_occurrence any time prior through 0 days relative to index: Degenerative joint disease of pelvis",101,40483794,NA,NA,0
40162683301,"drug_exposure any time prior through 0 days relative to index: amitriptyline hydrochloride 100 MG Oral Tablet",301,40162683,NA,NA,0
40168888301,"drug_exposure any time prior through 0 days relative to index: benztropine mesylate 1 MG Oral Tablet",301,40168888,NA,NA,0
40174765301,"drug_exposure any time prior through 0 days relative to index: hydralazine hydrochloride 10 MG Oral Tablet",301,40174765,NA,NA,0
19073834301,"drug_exposure any time prior through 0 days relative to index: bacitracin 0.4 UNT/MG / neomycin 0.005 MG/MG / polymyxin B 5 UNT/MG Ophthalmic Ointment",301,19073834,NA,NA,0
19113528301,"drug_exposure any time prior through 0 days relative to index: water 1000 MG/ML Injectable Solution",301,19113528,NA,NA,0
1301125301,"drug_exposure any time prior through 0 days relative to index: epoetin alfa",301,1301125,NA,NA,0
1308738301,"drug_exposure any time prior through 0 days relative to index: vitamin B12",301,1308738,NA,NA,0
42708468301,"drug_exposure any time prior through 0 days relative to index: sodium hyaluronate 10 MG/ML Injectable Solution [Hyalgan]",301,42708468,NA,NA,0
745372301,"drug_exposure any time prior through 0 days relative to index: ergoloid mesylates, USP 1 MG Oral Tablet",301,745372,NA,NA,0
920340301,"drug_exposure any time prior through 0 days relative to index: nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule [Macrobid]",301,920340,NA,NA,0
1000560301,"drug_exposure any time prior through 0 days relative to index: ondansetron",301,1000560,NA,NA,0
